Year,Half.Of.Year,Bio.Code,Bio.Code.Name,Species,Density,Percent
2009,1,2002G098,B반변천7,Fragilaria pinnata,757,0.1
2009,1,2002G098,B반변천7,Fragilaria robusta,1515,0.2
2009,1,2002G098,B반변천7,Fragilaria ulna,757,0.1
2009,1,2002G098,B반변천7,Gomphonema clevei,757,0.1
2009,1,2002G098,B반변천7,Gomphonema parvulum,757,0.1
2009,1,2002G098,B반변천7,Gomphonema pseudosphaerophorum,757,0.1
2009,1,2002G098,B반변천7,Hantzschia amphioxys,757,0.1
2009,1,2002G098,B반변천7,Melosira varians,757,0.1
2009,1,2002G098,B반변천7,Navicula bacillum,757,0.1
2009,1,2002G098,B반변천7,Navicula capitatoradiata,757,0.1
2009,1,2002G098,B반변천7,Navicula cryptocephala,1515,0.2
2009,1,2002G098,B반변천7,Navicula cryptotenella,757,0.1
2009,1,2002G098,B반변천7,Navicula cuspidata,757,0.1
2009,1,2002G098,B반변천7,Navicula decussis,757,0.1
2009,1,2002G098,B반변천7,Navicula gregaria,1515,0.2
2009,1,2002G098,B반변천7,Navicula pupula,757,0.1
2009,1,2002G098,B반변천7,Navicula subminuscula,757,0.1
2009,1,2002G098,B반변천7,Nitzschia amphibia,757,0.1
2009,1,2002G098,B반변천7,Nitzschia fonticola,9845,1
2009,1,2002G098,B반변천7,Nitzschia palea,757,0.1
2009,1,2002G098,B반변천7,Nitzschia paleacea,757,0.1
2009,1,2002G098,B반변천7,Nitzschia tabellaria,2272,0.2
2009,1,2002G098,B반변천7,Pinnularia karelica,757,0.1
2009,1,2002G098,B반변천7,Reimeria sinuata,8330,0.9
2009,1,2002G098,B반변천7,Rhoicosphenia abbreviata,757,0.1
2009,1,2002G098,B반변천7,Stephanodiscus hantzschii,757,0.1
2009,1,2003G078,B낙동강10,Achnanthes clevei,851,0.3
2009,1,2003G078,B낙동강10,Achnanthes convergens,34460,13.3
2009,1,2003G078,B낙동강10,Achnanthes exigua,425,0.2
2009,1,2003G078,B낙동강10,Achnanthes lanceolata,425,0.2
2009,1,2003G078,B낙동강10,Achnanthes lanceolata ssp. robusta,425,0.2
2009,1,2003G078,B낙동강10,Achnanthes minutissima,91469,35.3
2009,1,2003G078,B낙동강10,Achnanthes minutissima var. jackii,9785,3.8
2009,1,2003G078,B낙동강10,Achnanthes subhudsonis,4680,1.8
2009,1,2003G078,B낙동강10,Amphora pediculus,5105,2
2009,1,2003G078,B낙동강10,Aulacoseira granulata,425,0.2
2009,1,2003G078,B낙동강10,Caloneis bacillum,851,0.3
2009,1,2003G078,B낙동강10,Caloneis silicula,425,0.2
2009,1,2003G078,B낙동강10,Cocconeis pediculus,851,0.3
2009,1,2003G078,B낙동강10,Cocconeis placentula var. lineata,851,0.3
2009,1,2003G078,B낙동강10,Cyclotella radiosa,425,0.2
2009,1,2003G078,B낙동강10,Cymbella silesiaca,29355,11.3
2009,1,2003G078,B낙동강10,Diatoma vulgaris,425,0.2
2009,1,2003G078,B낙동강10,Fragilaria (other),4254,1.6
2009,1,2003G078,B낙동강10,Fragilaria capucina,1276,0.5
2009,1,2003G078,B낙동강10,Fragilaria capucina var. vaucheriae,851,0.3
2009,1,2003G078,B낙동강10,Fragilaria construens f. venter,6807,2.6
2009,1,2003G078,B낙동강10,Fragilaria pinnata,425,0.2
2009,1,2003G078,B낙동강10,Fragilaria pulchella,425,0.2
2009,1,2003G078,B낙동강10,Fragilaria robusta,425,0.2
2009,1,2003G078,B낙동강10,Gomphonema angustum,5956,2.3
2009,1,2003G078,B낙동강10,Gomphonema olivaceum var. olivaceoides,2978,1.1
2009,1,2003G078,B낙동강10,Gomphonema parvulum,425,0.2
2009,1,2003G078,B낙동강10,Melosira varians,425,0.2
2009,1,2003G078,B낙동강10,Navicula bacillum,425,0.2
2009,1,2003G078,B낙동강10,Navicula capitata,425,0.2
2009,1,2003G078,B낙동강10,Navicula cincta,1276,0.5
2009,1,2003G078,B낙동강10,Navicula decussis,425,0.2
2009,1,2003G078,B낙동강10,Navicula gregaria,1702,0.7
2009,1,2003G078,B낙동강10,Navicula minima,8509,3.3
2009,1,2003G078,B낙동강10,Navicula perminuta,425,0.2
2009,1,2003G078,B낙동강10,Navicula pupula,425,0.2
2009,1,2003G078,B낙동강10,Navicula viridula var. rostellata,425,0.2
2009,1,2003G078,B낙동강10,Nitzschia amphibia,425,0.2
2009,1,2003G078,B낙동강10,Nitzschia fonticola,22548,8.7
2009,1,2003G078,B낙동강10,Nitzschia inconspicua,8083,3.1
2009,1,2003G078,B낙동강10,Nitzschia palea,2127,0.8
2009,1,2003G078,B낙동강10,Reimeria sinuata,4254,1.6
2009,1,2003G078,B낙동강10,Rhoicosphenia abbreviata,425,0.2
2009,1,2003G078,B낙동강10,Stephanodiscus hantzschii,425,0.2
2009,1,2003G078,B낙동강10,Surirella angusta,425,0.2
2009,1,2003G078,B낙동강10,Surirella minuta,425,0.2
2009,1,2003G078,B낙동강10,Thalassiosira bramaputrae,425,0.2
2009,1,2004G068,B내성천7,Achnanthes clevei,3782,0.2
2009,1,2004G068,B내성천7,Achnanthes lanceolata,1891,0.1
2009,1,2004G068,B내성천7,Achnanthes minutissima,3782,0.2
2009,1,2004G068,B내성천7,Achnanthes subhudsonis,1891,0.1
2009,1,2004G068,B내성천7,Amphora copulata,1891,0.1
2009,1,2004G068,B내성천7,Amphora pediculus,1891,0.1
2009,1,2004G068,B내성천7,Amphora veneta,1891,0.1
2009,1,2004G068,B내성천7,Caloneis bacillum,1891,0.1
2009,1,2004G068,B내성천7,Cocconeis pediculus,11346,0.7
2009,1,2004G068,B내성천7,Cocconeis placentula var. euglypta,3782,0.2
2009,1,2004G068,B내성천7,Cocconeis placentula var. lineata,3782,0.2
2009,1,2004G068,B내성천7,Cymbella elginensis,1891,0.1
2009,1,2004G068,B내성천7,Cymbella silesiaca,9455,0.6
2009,1,2004G068,B내성천7,Fragilaria capucina,1891,0.1
2009,1,2004G068,B내성천7,Fragilaria capucina var. vaucheriae,3782,0.2
2009,1,2004G068,B내성천7,Gomphonema angustum,1891,0.1
2009,1,2004G068,B내성천7,Melosira varians,1891,0.1
2009,1,2004G068,B내성천7,Navicula (other),1891,0.1
2009,1,2004G068,B내성천7,Navicula cincta,1891,0.1
2009,1,2004G068,B내성천7,Navicula decussis,1891,0.1
2009,1,2004G068,B내성천7,Navicula gregaria,1891,0.1
2009,1,2004G068,B내성천7,Navicula minima,1891,0.1
2009,1,2004G068,B내성천7,Navicula perminuta,1891,0.1
2009,1,2004G068,B내성천7,Navicula pupula,1891,0.1
2009,1,2004G068,B내성천7,Navicula subminuscula,217456,13.1
2009,1,2004G068,B내성천7,Navicula viridula var. rostellata,1891,0.1
2009,1,2004G068,B내성천7,Nitzschia fonticola,64291,3.9
2009,1,2004G068,B내성천7,Nitzschia inconspicua,1293389,77.9
2009,1,2004G068,B내성천7,Nitzschia linearis,1891,0.1
2009,1,2004G068,B내성천7,Nitzschia palea,3782,0.2
2009,1,2004G068,B내성천7,Nitzschia tryblionella var. salinarum,1891,0.1
2009,1,2004G068,B내성천7,Reimeria sinuata,1891,0.1
2009,1,2004G068,B내성천7,Surirella minuta,1891,0.1
2009,1,2005G039,B영강4,Achnanthes convergens,24514,7
2009,1,2005G039,B영강4,Achnanthes minutissima,299611,85.6
2009,1,2005G039,B영강4,Cocconeis pediculus,2724,0.8
2009,1,2005G039,B영강4,Cocconeis placentula var. lineata,1362,0.4
2009,1,2005G039,B영강4,Cyclotella meneghiniana,681,0.2
2009,1,2005G039,B영강4,Cymbella delicatula,5447,1.6
2009,1,2005G039,B영강4,Cymbella elginensis,681,0.2
2009,1,2005G039,B영강4,Cymbella leptoceros,681,0.2
2009,1,2005G039,B영강4,Cymbella silesiaca,1362,0.4
2009,1,2005G039,B영강4,Diatoma vulgaris,1362,0.4
2009,1,2005G039,B영강4,Encyonopsis leei,681,0.2
2009,1,2005G039,B영강4,Fragilaria capucina var. mesolepta,681,0.2
2009,1,2005G039,B영강4,Fragilaria robusta,681,0.2
2009,1,2005G039,B영강4,Fragilaria ulna,681,0.2
2009,1,2005G039,B영강4,Gomphonema angustum,681,0.2
2009,1,2005G039,B영강4,Melosira varians,681,0.2
2009,1,2005G039,B영강4,Nitzschia amphibia,681,0.2
2009,1,2005G039,B영강4,Nitzschia fonticola,2043,0.6
2009,1,2005G039,B영강4,Nitzschia linearis,681,0.2
2009,1,2005G039,B영강4,Nitzschia palea,681,0.2
2009,1,2005G039,B영강4,Nitzschia tabellaria,2043,0.6
2009,1,2005G039,B영강4,Reimeria sinuata,681,0.2
2009,1,2005G039,B영강4,Synedra acus,681,0.2
2009,1,2005G066,B영강6,Achnanthes convergens,1545,1.3
2009,1,2005G066,B영강6,Achnanthes lanceolata,386,0.3
2009,1,2005G066,B영강6,Achnanthes minutissima,27802,23.3
2009,1,2005G066,B영강6,Achnanthes subhudsonis,386,0.3
2009,1,2005G066,B영강6,Amphora copulata,386,0.3
2009,1,2005G066,B영강6,Amphora pediculus,1545,1.3
2009,1,2005G066,B영강6,Cocconeis pediculus,772,0.6
2009,1,2005G066,B영강6,Cocconeis placentula var. euglypta,772,0.6
2009,1,2005G066,B영강6,Cocconeis placentula var. lineata,6951,5.8
2009,1,2005G066,B영강6,Cyclotella meneghiniana,772,0.6
2009,1,2005G066,B영강6,Cymbella delicatula,386,0.3
2009,1,2005G066,B영강6,Cymbella elginensis,386,0.3
2009,1,2005G066,B영강6,Cymbella silesiaca,772,0.6
2009,1,2005G066,B영강6,Cymbella tumida,386,0.3
2009,1,2005G066,B영강6,Diatoma moniliformis,386,0.3
2009,1,2005G066,B영강6,Diatoma vulgaris,772,0.6
2009,1,2005G066,B영강6,Fragilaria construens f. venter,15832,13.3
2009,1,2005G066,B영강6,Fragilaria pinnata,386,0.3
2009,1,2005G066,B영강6,Fragilaria robusta,15060,12.6
2009,1,2005G066,B영강6,Fragilaria ulna,772,0.6
2009,1,2005G066,B영강6,Gomphonema olivaceum var. olivaceoides,386,0.3
2009,1,2005G066,B영강6,Gomphonema pseudosphaerophorum,386,0.3
2009,1,2005G066,B영강6,Melosira varians,386,0.3
2009,1,2005G066,B영강6,Navicula capitatoradiata,386,0.3
2009,1,2005G066,B영강6,Navicula cryptotenella,386,0.3
2009,1,2005G066,B영강6,Navicula decussis,386,0.3
2009,1,2005G066,B영강6,Navicula gregaria,772,0.6
2009,1,2005G066,B영강6,Navicula minima,7337,6.1
2009,1,2005G066,B영강6,Navicula perminuta,772,0.6
2009,1,2005G066,B영강6,Navicula viridula var. rostellata,386,0.3
2009,1,2005G066,B영강6,Nitzschia fonticola,25099,21
2009,1,2005G066,B영강6,Nitzschia inconspicua,1931,1.6
2009,1,2005G066,B영강6,Nitzschia palea,386,0.3
2009,1,2005G066,B영강6,Nitzschia tabellaria,386,0.3
2009,1,2005G066,B영강6,Reimeria sinuata,2703,2.3
2009,1,2005G066,B영강6,Synedra acus,386,0.3
2009,1,2005G066,B영강6,Thalassiosira bramaputrae,386,0.3
2009,1,2006G050,B병성천3,Achnanthes clevei,764,0.1
2009,1,2006G050,B병성천3,Achnanthes lanceolata,764,0.1
2009,1,2006G050,B병성천3,Achnanthes subhudsonis,764,0.1
2009,1,2006G050,B병성천3,Amphora copulata,764,0.1
2009,1,2006G050,B병성천3,Caloneis silicula,764,0.1
2009,1,2006G050,B병성천3,Cyclotella meneghiniana,764,0.1
2009,1,2006G050,B병성천3,Cymbella delicatula,764,0.1
2009,1,2006G050,B병성천3,Cymbella elginensis,764,0.1
2009,1,2006G050,B병성천3,Cymbella silesiaca,1527,0.2
2009,1,2006G050,B병성천3,Diploneis subovalis,764,0.1
2009,1,2006G050,B병성천3,Fragilaria construens f. venter,38185,5.8
2009,1,2006G050,B병성천3,Fragilaria robusta,2291,0.3
2009,1,2006G050,B병성천3,Fragilaria ulna,764,0.1
2009,1,2006G050,B병성천3,Gomphonema olivaceum var. olivaceoides,1527,0.2
2009,1,2006G050,B병성천3,Gomphonema parvulum,29784,4.5
2009,1,2006G050,B병성천3,Melosira varians,764,0.1
2009,1,2006G050,B병성천3,Meridion circulare var. constrictum,764,0.1
2009,1,2006G050,B병성천3,Navicula cryptocephala,764,0.1
2009,1,2006G050,B병성천3,Navicula gregaria,5346,0.8
2009,1,2006G050,B병성천3,Navicula minima,41240,6.2
2009,1,2006G050,B병성천3,Navicula perminuta,4582,0.7
2009,1,2006G050,B병성천3,Navicula pupula,764,0.1
2009,1,2006G050,B병성천3,Navicula subminuscula,171069,25.9
2009,1,2006G050,B병성천3,Navicula viridula var. rostellata,764,0.1
2009,1,2006G050,B병성천3,Nitzschia amphibia,764,0.1
2009,1,2006G050,B병성천3,Nitzschia fonticola,97754,14.8
2009,1,2006G050,B병성천3,Nitzschia inconspicua,209254,31.6
2009,1,2006G050,B병성천3,Nitzschia linearis,764,0.1
2009,1,2006G050,B병성천3,Nitzschia palea,3818,0.6
2009,1,2006G050,B병성천3,Reimeria sinuata,40476,6.1
2009,1,2006G050,B병성천3,Surirella minuta,764,0.1
2009,1,2006G050,B병성천3,Thalassiosira bramaputrae,764,0.1
2009,1,2007G070,B낙동강16,Achnanthes convergens,1455,1.2
2009,1,2007G070,B낙동강16,Achnanthes minutissima,485,0.4
2009,1,2007G070,B낙동강16,Bacillaria paradoxa,485,0.4
2009,1,2007G070,B낙동강16,Cocconeis placentula var. euglypta,485,0.4
2009,1,2007G070,B낙동강16,Cyclotella meneghiniana,485,0.4
2009,1,2007G070,B낙동강16,Cymbella silesiaca,1455,1.2
2009,1,2007G070,B낙동강16,Diatoma vulgaris,485,0.4
2009,1,2007G070,B낙동강16,Fragilaria construens f. binodis,485,0.4
2009,1,2007G070,B낙동강16,Fragilaria construens f. venter,1455,1.2
2009,1,2007G070,B낙동강16,Fragilaria elliptica,485,0.4
2009,1,2007G070,B낙동강16,Navicula decussis,485,0.4
2009,1,2007G070,B낙동강16,Navicula gregaria,2425,2
2009,1,2007G070,B낙동강16,Navicula minima,485,0.4
2009,1,2007G070,B낙동강16,Navicula perminuta,1455,1.2
2009,1,2007G070,B낙동강16,Navicula pupula,485,0.4
2009,1,2007G070,B낙동강16,Navicula viridula var. rostellata,970,0.8
2009,1,2007G070,B낙동강16,Nitzschia fonticola,4851,4
2009,1,2007G070,B낙동강16,Nitzschia gracilis,485,0.4
2009,1,2007G070,B낙동강16,Nitzschia inconspicua,94588,78.3
2009,1,2007G070,B낙동강16,Nitzschia palea,5336,4.4
2009,1,2007G070,B낙동강16,Nitzschia sinuata var. tabellaria,485,0.4
2009,1,2007G070,B낙동강16,Reimeria sinuata,485,0.4
2009,1,2007G070,B낙동강16,Synedra acus,485,0.4
2009,1,2008G062,B위천8,Achnanthes convergens,4337,4.2
2009,1,2008G062,B위천8,Achnanthes laevis,167,0.2
2009,1,2008G062,B위천8,Achnanthes minutissima,55207,53.4
2009,1,2008G062,B위천8,Achnanthes minutissima var. jackii,33358,32.3
2009,1,2008G062,B위천8,Amphora copulata,167,0.2
2009,1,2008G062,B위천8,Amphora pediculus,167,0.2
2009,1,2008G062,B위천8,Bacillaria paradoxa,167,0.2
2009,1,2008G062,B위천8,Cocconeis pediculus,334,0.3
2009,1,2008G062,B위천8,Cocconeis placentula var. euglypta,667,0.6
2009,1,2008G062,B위천8,Cocconeis placentula var. lineata,1001,1
2009,1,2008G062,B위천8,Cyclotella meneghiniana,167,0.2
2009,1,2008G062,B위천8,Cymatopleura solea,167,0.2
2009,1,2008G062,B위천8,Cymbella elginensis,167,0.2
2009,1,2008G062,B위천8,Cymbella silesiaca,167,0.2
2009,1,2008G062,B위천8,Encyonopsis leei,167,0.2
2009,1,2008G062,B위천8,Fragilaria capucina,334,0.3
2009,1,2008G062,B위천8,Fragilaria construens f. venter,500,0.5
2009,1,2008G062,B위천8,Fragilaria robusta,167,0.2
2009,1,2008G062,B위천8,Fragilaria ulna,167,0.2
2009,1,2008G062,B위천8,Gyrosigma spencerii,167,0.2
2009,1,2008G062,B위천8,Navicula bacillum,167,0.2
2009,1,2008G062,B위천8,Navicula capitata,167,0.2
2009,1,2008G062,B위천8,Navicula cryptotenella,334,0.3
2009,1,2008G062,B위천8,Navicula decussis,167,0.2
2009,1,2008G062,B위천8,Navicula gregaria,667,0.6
2009,1,2008G062,B위천8,Navicula pupula,334,0.3
2009,1,2008G062,B위천8,Navicula viridula var. rostellata,167,0.2
2009,1,2008G062,B위천8,Nitzschia amphibia,500,0.5
2009,1,2008G062,B위천8,Nitzschia dissipata,167,0.2
2009,1,2008G062,B위천8,Nitzschia fonticola,834,0.8
2009,1,2008G062,B위천8,Nitzschia linearis,167,0.2
2009,1,2008G062,B위천8,Nitzschia palea,167,0.2
2009,1,2008G062,B위천8,Nitzschia tabellaria,834,0.8
2009,1,2008G062,B위천8,Reimeria sinuata,500,0.5
2009,1,2008G062,B위천8,Stephanodiscus hantzschii,167,0.2
2009,1,2008G062,B위천8,Synedra acus var. angustissima,167,0.2
2009,1,2008G062,B위천8,Thalassiosira bramaputrae,167,0.2
2009,1,2008G064,B위천9,Achnanthes convergens,4290,5.3
2009,1,2008G064,B위천9,Achnanthes lanceolata,830,1
2009,1,2008G064,B위천9,Achnanthes minutissima,57709,71.5
2009,1,2008G064,B위천9,Achnanthes minutissima var. jackii,138,0.2
2009,1,2008G064,B위천9,Amphora copulata,138,0.2
2009,1,2008G064,B위천9,Amphora pediculus,277,0.3
2009,1,2008G064,B위천9,Caloneis bacillum,138,0.2
2009,1,2008G064,B위천9,Caloneis silicula,138,0.2
2009,1,2008G064,B위천9,Cocconeis pediculus,277,0.3
2009,1,2008G064,B위천9,Cocconeis placentula var. euglypta,277,0.3
2009,1,2008G064,B위천9,Cocconeis placentula var. lineata,3875,4.8
2009,1,2008G064,B위천9,Cyclotella meneghiniana,138,0.2
2009,1,2008G064,B위천9,Cymatopleura solea,138,0.2
2009,1,2008G064,B위천9,Cymbella delicatula,138,0.2
2009,1,2008G064,B위천9,Cymbella elginensis,277,0.3
2009,1,2008G064,B위천9,Cymbella naviculiformis,138,0.2
2009,1,2008G064,B위천9,Cymbella silesiaca,415,0.5
2009,1,2008G064,B위천9,Fragilaria (other),554,0.7
2009,1,2008G064,B위천9,Fragilaria capucina,138,0.2
2009,1,2008G064,B위천9,Fragilaria construens f. venter,830,1
2009,1,2008G064,B위천9,Fragilaria fasciculata,138,0.2
2009,1,2008G064,B위천9,Fragilaria pinnata,138,0.2
2009,1,2008G064,B위천9,Fragilaria ulna,138,0.2
2009,1,2008G064,B위천9,Gomphonema angustum,2353,2.9
2009,1,2008G064,B위천9,Gomphonema parvulum,138,0.2
2009,1,2008G064,B위천9,Melosira varians,138,0.2
2009,1,2008G064,B위천9,Navicula bacillum,138,0.2
2009,1,2008G064,B위천9,Navicula capitatoradiata,138,0.2
2009,1,2008G064,B위천9,Navicula cryptotenella,415,0.5
2009,1,2008G064,B위천9,Navicula gregaria,830,1
2009,1,2008G064,B위천9,Navicula minima,969,1.2
2009,1,2008G064,B위천9,Navicula perminuta,415,0.5
2009,1,2008G064,B위천9,Navicula pupula,415,0.5
2009,1,2008G064,B위천9,Navicula subminuscula,138,0.2
2009,1,2008G064,B위천9,Navicula viridula var. rostellata,554,0.7
2009,1,2008G064,B위천9,Nitzschia amphibia,138,0.2
2009,1,2008G064,B위천9,Nitzschia inconspicua,415,0.5
2009,1,2008G064,B위천9,Nitzschia palea,138,0.2
2009,1,2008G064,B위천9,Nitzschia paleacea,138,0.2
2009,1,2008G064,B위천9,Nitzschia tabellaria,415,0.5
2009,1,2008G064,B위천9,Nitzschia tryblionella var. salinarum,138,0.2
2009,1,2008G064,B위천9,Reimeria sinuata,830,1
2009,1,2008G064,B위천9,Surirella lata,138,0.2
2009,1,2008G064,B위천9,Synedra acus,138,0.2
2009,1,2008G064,B위천9,Synedra acus var. angustissima,138,0.2
2009,1,2008G064,B위천9,Thalassiosira bramaputrae,138,0.2
2009,1,2009G020,B낙동강18,Achnanthes convergens,64546,10.4
2009,1,2009G020,B낙동강18,Achnanthes minutissima,43402,7
2009,1,2009G020,B낙동강18,Achnanthes minutissima var. jackii,334971,54.1
2009,1,2009G020,B낙동강18,Achnanthes subhudsonis,60094,9.7
2009,1,2009G020,B낙동강18,Amphora copulata,1113,0.2
2009,1,2009G020,B낙동강18,Cocconeis pediculus,2226,0.4
2009,1,2009G020,B낙동강18,Cocconeis placentula var. lineata,8903,1.4
2009,1,2009G020,B낙동강18,Cyclotella meneghiniana,1113,0.2
2009,1,2009G020,B낙동강18,Cymbella elginensis,1113,0.2
2009,1,2009G020,B낙동강18,Cymbella silesiaca,3339,0.5
2009,1,2009G020,B낙동강18,Diatoma vulgaris,1113,0.2
2009,1,2009G020,B낙동강18,Fragilaria construens f. venter,3339,0.5
2009,1,2009G020,B낙동강18,Gomphonema angustum,3339,0.5
2009,1,2009G020,B낙동강18,Gomphonema olivaceum var. olivaceoides,1113,0.2
2009,1,2009G020,B낙동강18,Gyrosigma spencerii,1113,0.2
2009,1,2009G020,B낙동강18,Melosira varians,1113,0.2
2009,1,2009G020,B낙동강18,Navicula cryptocephala,1113,0.2
2009,1,2009G020,B낙동강18,Navicula gregaria,2226,0.4
2009,1,2009G020,B낙동강18,Navicula minima,4451,0.7
2009,1,2009G020,B낙동강18,Navicula perminuta,1113,0.2
2009,1,2009G020,B낙동강18,Navicula viridula var. rostellata,1113,0.2
2009,1,2009G020,B낙동강18,Nitzschia fonticola,3339,0.5
2009,1,2009G020,B낙동강18,Nitzschia inconspicua,71223,11.5
2009,1,2009G020,B낙동강18,Nitzschia tabellaria,1113,0.2
2009,1,2009G020,B낙동강18,Rhoicosphenia abbreviata,1113,0.2
2009,1,2009G050,B낙동강20,Achnanthes clevei,673,0.2
2009,1,2009G050,B낙동강20,Achnanthes convergens,28932,7.1
2009,1,2009G050,B낙동강20,Achnanthes minutissima,107656,26.3
2009,1,2009G050,B낙동강20,Achnanthes minutissima var. jackii,133897,32.7
2009,1,2009G050,B낙동강20,Achnanthes subhudsonis,35661,8.7
2009,1,2009G050,B낙동강20,Amphora pediculus,673,0.2
2009,1,2009G050,B낙동강20,Cocconeis placentula var. lineata,5383,1.3
2009,1,2009G050,B낙동강20,Cymbella elginensis,673,0.2
2009,1,2009G050,B낙동강20,Cymbella silesiaca,16148,3.9
2009,1,2009G050,B낙동강20,Diatoma vulgaris,673,0.2
2009,1,2009G050,B낙동강20,Fragilaria capucina,1346,0.3
2009,1,2009G050,B낙동강20,Fragilaria capucina var. vaucheriae,673,0.2
2009,1,2009G050,B낙동강20,Fragilaria construens f. venter,4037,1
2009,1,2009G050,B낙동강20,Fragilaria ulna,673,0.2
2009,1,2009G050,B낙동강20,Gomphonema angustum,5383,1.3
2009,1,2009G050,B낙동강20,Gomphonema olivaceum var. olivaceoides,2019,0.5
2009,1,2009G050,B낙동강20,Gomphonema parvulum,673,0.2
2009,1,2009G050,B낙동강20,Melosira varians,673,0.2
2009,1,2009G050,B낙동강20,Navicula bacillum,673,0.2
